"A Antiviral therapy study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Immortalised cells","A Antiviral therapy study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in in vitro African Green Monkey Immortalised cells, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Antiviral therapy, Immortalised cells, African Green Monkey",1-8-9-2-1-1-1,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,in vitro,x,x,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,,,x,x,,x,On request,Provided based on request,TBD,
"A Vaccine study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Immortalised cells","A Vaccine study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in in vitro African Green Monkey Immortalised cells, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Vaccine, Immortalised cells, African Green Monkey",1-8-9-3-1-1-1,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,cellular,Vaccine,Immortalised cells,,African Green Monkey,in vitro,x,x,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,,,x,x,,x,On request,Provided based on request,TBD,
"A Diagnostics study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Immortalised cells","A Diagnostics study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in in vitro African Green Monkey Immortalised cells, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Diagnostics, Immortalised cells, African Green Monkey",1-8-9-4-1-1-1,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,cellular,Diagnostics,Immortalised cells,,African Green Monkey,in vitro,x,x,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,,,x,x,,x,On request,Provided based on request,TBD,
"A Pathophysiology of infection study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Immortalised cells","A Pathophysiology of infection study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in in vitro Human Immortalised cells, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Pathophysiology of infection, Immortalised cells, Human",1-8-9-1-1-2-1,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,cellular,Pathophysiology of infection,Immortalised cells,,Human,in vitro,X,x,x,x,x,x,x,,x,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Immortalised cells","A Antiviral therapy study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in in vitro Human Immortalised cells, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Antiviral therapy, Immortalised cells, Human",1-8-9-2-1-2-1,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,cellular,Antiviral therapy,Immortalised cells,,Human,in vitro,X,x,x,x,x,x,x,,x,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Vaccine study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Immortalised cells","A Vaccine study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in in vitro Human Immortalised cells, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Vaccine, Immortalised cells, Human",1-8-9-3-1-2-1,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,cellular,Vaccine,Immortalised cells,,Human,in vitro,X,x,x,x,x,x,x,,x,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Diagnostics study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Immortalised cells","A Diagnostics study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in in vitro Human Immortalised cells, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Diagnostics, Immortalised cells, Human",1-8-9-4-1-2-1,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,cellular,Diagnostics,Immortalised cells,,Human,in vitro,X,x,x,x,x,x,x,,x,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Pathophysiology of infection study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Organ culture","A Pathophysiology of infection study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Precision-cut lung slices human Organ culture, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Pathophysiology of infection, Organ culture, human",1-8-9-1-4-2-3,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,Tissular,Pathophysiology of infection,Organ culture,,human,Precision-cut lung slices,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Pathophysiology of infection study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Organ culture","A Pathophysiology of infection study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Skin culture human Organ culture, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Pathophysiology of infection, Organ culture, human",1-8-9-1-4-2-4,ERINHA,MUG,Potential,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,Tissular,Pathophysiology of infection,Organ culture,,human,Skin culture,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Organ culture","A Antiviral therapy study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Precision-cut lung slices human Organ culture, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Antiviral therapy, Organ culture, human",1-8-9-2-4-2-3,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,Tissular,Antiviral therapy,Organ culture,,human,Precision-cut lung slices,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Organ culture","A Antiviral therapy study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Skin culture human Organ culture, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Antiviral therapy, Organ culture, human",1-8-9-2-4-2-4,ERINHA,MUG,Potential,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,Tissular,Antiviral therapy,Organ culture,,human,Skin culture,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Vaccine study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Organ culture","A Vaccine study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Precision-cut lung slices human Organ culture, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Vaccine, Organ culture, human",1-8-9-3-4-2-3,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,Tissular,Vaccine,Organ culture,,human,Precision-cut lung slices,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Vaccine study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Organ culture","A Vaccine study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Skin culture human Organ culture, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Vaccine, Organ culture, human",1-8-9-3-4-2-4,ERINHA,MUG,Potential,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,Tissular,Vaccine,Organ culture,,human,Skin culture,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Diagnostics study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Organ culture","A Diagnostics study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Precision-cut lung slices human Organ culture, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Diagnostics, Organ culture, human",1-8-9-4-4-2-3,ERINHA,MUG,Research,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,Tissular,Diagnostics,Organ culture,,human,Precision-cut lung slices,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Diagnostics study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Organ culture","A Diagnostics study of Monkepox virus, strain MPX Germany  2022 Clade IIB, in Skin culture human Organ culture, provided by MUG","Monkepox virus, MPX Germany  2022 Clade IIB, Diagnostics, Organ culture, human",1-8-9-4-4-2-4,ERINHA,MUG,Potential,BSL_3,Poxviridae,Monkepox virus,Orthopoxvirus monkeypox,MPX Germany  2022 Clade IIB,Tissular,Diagnostics,Organ culture,,human,Skin culture,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Pathophysiology of infection study of Influenza A virus, strain H5N1, in Immortalised cells","A Pathophysiology of infection study of Influenza A virus, strain H5N1, in MDCK Dog Immortalised cells, provided by MUG","Influenza A virus, H5N1, Pathophysiology of infection, Immortalised cells, Dog",1-4-10-1-1-4-6,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,cellular,Pathophysiology of infection,Immortalised cells,,Dog,MDCK,x,x,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,,,x,x,,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Influenza A virus, strain H5N1, in Immortalised cells","A Antiviral therapy study of Influenza A virus, strain H5N1, in MDCK Dog Immortalised cells, provided by MUG","Influenza A virus, H5N1, Antiviral therapy, Immortalised cells, Dog",1-4-10-2-1-4-6,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,cellular,Antiviral therapy,Immortalised cells,,Dog,MDCK,x,x,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,,,x,x,,x,On request,Provided based on request,TBD,
"A Vaccine study of Influenza A virus, strain H5N1, in Immortalised cells","A Vaccine study of Influenza A virus, strain H5N1, in MDCK Dog Immortalised cells, provided by MUG","Influenza A virus, H5N1, Vaccine, Immortalised cells, Dog",1-4-10-3-1-4-6,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,cellular,Vaccine,Immortalised cells,,Dog,MDCK,x,x,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,,,x,x,,x,On request,Provided based on request,TBD,
"A Diagnostics study of Influenza A virus, strain H5N1, in Immortalised cells","A Diagnostics study of Influenza A virus, strain H5N1, in MDCK Dog Immortalised cells, provided by MUG","Influenza A virus, H5N1, Diagnostics, Immortalised cells, Dog",1-4-10-4-1-4-6,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,cellular,Diagnostics,Immortalised cells,,Dog,MDCK,x,x,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,,,x,x,,x,On request,Provided based on request,TBD,
"A Pathophysiology of infection study of Influenza A virus, strain H5N1, in Immortalised cells","A Pathophysiology of infection study of Influenza A virus, strain H5N1, in in vitro human Immortalised cells, provided by MUG","Influenza A virus, H5N1, Pathophysiology of infection, Immortalised cells, human",1-4-10-1-1-2-1,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,cellular,Pathophysiology of infection,Immortalised cells,,human,in vitro,,,x,x,x,x,x,,x,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Influenza A virus, strain H5N1, in Immortalised cells","A Antiviral therapy study of Influenza A virus, strain H5N1, in in vitro human Immortalised cells, provided by MUG","Influenza A virus, H5N1, Antiviral therapy, Immortalised cells, human",1-4-10-2-1-2-1,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,cellular,Antiviral therapy,Immortalised cells,,human,in vitro,,,x,x,x,x,x,,x,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Vaccine study of Influenza A virus, strain H5N1, in Immortalised cells","A Vaccine study of Influenza A virus, strain H5N1, in in vitro human Immortalised cells, provided by MUG","Influenza A virus, H5N1, Vaccine, Immortalised cells, human",1-4-10-3-1-2-1,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,cellular,Vaccine,Immortalised cells,,human,in vitro,,,x,x,x,x,x,,x,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Diagnostics study of Influenza A virus, strain H5N1, in Immortalised cells","A Diagnostics study of Influenza A virus, strain H5N1, in in vitro human Immortalised cells, provided by MUG","Influenza A virus, H5N1, Diagnostics, Immortalised cells, human",1-4-10-4-1-2-1,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,cellular,Diagnostics,Immortalised cells,,human,in vitro,,,x,x,x,x,x,,x,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Pathophysiology of infection study of Influenza A virus, strain H5N1, in Organ culture","A Pathophysiology of infection study of Influenza A virus, strain H5N1, in Precision-cut lung slices human Organ culture, provided by MUG","Influenza A virus, H5N1, Pathophysiology of infection, Organ culture, human",1-4-10-1-4-2-3,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,Tissular,Pathophysiology of infection,Organ culture,,human,Precision-cut lung slices,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Pathophysiology of infection study of Influenza A virus, strain H5N1, in Organ culture","A Pathophysiology of infection study of Influenza A virus, strain H5N1, in Skin culture human Organ culture, provided by MUG","Influenza A virus, H5N1, Pathophysiology of infection, Organ culture, human",1-4-10-1-4-2-4,ERINHA,MUG,Potential,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,Tissular,Pathophysiology of infection,Organ culture,,human,Skin culture,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Influenza A virus, strain H5N1, in Organ culture","A Antiviral therapy study of Influenza A virus, strain H5N1, in Precision-cut lung slices human Organ culture, provided by MUG","Influenza A virus, H5N1, Antiviral therapy, Organ culture, human",1-4-10-2-4-2-3,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,Tissular,Antiviral therapy,Organ culture,,human,Precision-cut lung slices,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Influenza A virus, strain H5N1, in Organ culture","A Antiviral therapy study of Influenza A virus, strain H5N1, in Skin culture human Organ culture, provided by MUG","Influenza A virus, H5N1, Antiviral therapy, Organ culture, human",1-4-10-2-4-2-4,ERINHA,MUG,Potential,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,Tissular,Antiviral therapy,Organ culture,,human,Skin culture,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Vaccine study of Influenza A virus, strain H5N1, in Organ culture","A Vaccine study of Influenza A virus, strain H5N1, in Precision-cut lung slices human Organ culture, provided by MUG","Influenza A virus, H5N1, Vaccine, Organ culture, human",1-4-10-3-4-2-3,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,Tissular,Vaccine,Organ culture,,human,Precision-cut lung slices,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Vaccine study of Influenza A virus, strain H5N1, in Organ culture","A Vaccine study of Influenza A virus, strain H5N1, in Skin culture human Organ culture, provided by MUG","Influenza A virus, H5N1, Vaccine, Organ culture, human",1-4-10-3-4-2-4,ERINHA,MUG,Potential,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,Tissular,Vaccine,Organ culture,,human,Skin culture,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Diagnostics study of Influenza A virus, strain H5N1, in Organ culture","A Diagnostics study of Influenza A virus, strain H5N1, in Precision-cut lung slices human Organ culture, provided by MUG","Influenza A virus, H5N1, Diagnostics, Organ culture, human",1-4-10-4-4-2-3,ERINHA,MUG,Research,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,Tissular,Diagnostics,Organ culture,,human,Precision-cut lung slices,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Diagnostics study of Influenza A virus, strain H5N1, in Organ culture","A Diagnostics study of Influenza A virus, strain H5N1, in Skin culture human Organ culture, provided by MUG","Influenza A virus, H5N1, Diagnostics, Organ culture, human",1-4-10-4-4-2-4,ERINHA,MUG,Potential,BSL_3,Orthomyxoviridae,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,Tissular,Diagnostics,Organ culture,,human,Skin culture,x,x,x,x,x,x,x,,,,x,,x,x,x,x,x,x,,,x,,,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Ebolavirus Zaire virus, strain Gabon, in Immortalised cells","A Antiviral therapy study of Ebolavirus Zaire virus, strain Gabon, in African Green Monkey Immortalised cells, provided by INMI","Ebolavirus Zaire virus, Gabon, Antiviral therapy, Immortalised cells, African Green Monkey",2-9-11-2-1-1-0,ERINHA,INMI,Research,BSL_4,Filoviridae,Ebolavirus Zaire virus,Orthoebolavirus zairense,Gabon,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Ebolavirus Zaire virus, strain H.sapiens-tc/GIN/2014/Gueckedou-C05, in Immortalised cells","A Antiviral therapy study of Ebolavirus Zaire virus, strain H.sapiens-tc/GIN/2014/Gueckedou-C05, in African Green Monkey Immortalised cells, provided by INMI","Ebolavirus Zaire virus, H.sapiens-tc/GIN/2014/Gueckedou-C05, Antiviral therapy, Immortalised cells, African Green Monkey",2-9-12-2-1-1-0,ERINHA,INMI,Research,BSL_4,Filoviridae,Ebolavirus Zaire virus,Orthoebolavirus zairense,H.sapiens-tc/GIN/2014/Gueckedou-C05,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Crimean-Congo hemorrhagic fever virus, strain Afg09-2990, in Immortalised cells","A Antiviral therapy study of Crimean-Congo hemorrhagic fever virus, strain Afg09-2990, in African Green Monkey Immortalised cells, provided by INMI","Crimean-Congo hemorrhagic fever virus, Afg09-2990, Antiviral therapy, Immortalised cells, African Green Monkey",2-10-13-2-1-1-0,ERINHA,INMI,Research,BSL_4,Nairoviridae,Crimean-Congo hemorrhagic fever virus,Orthonairovirus haemorrhagiae,Afg09-2990,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Crimean-Congo hemorrhagic fever virus, strain IbAr 10200, in Immortalised cells","A Antiviral therapy study of Crimean-Congo hemorrhagic fever virus, strain IbAr 10200, in African Green Monkey Immortalised cells, provided by INMI","Crimean-Congo hemorrhagic fever virus, IbAr 10200, Antiviral therapy, Immortalised cells, African Green Monkey",2-10-14-2-1-1-0,ERINHA,INMI,Research,BSL_4,Nairoviridae,Crimean-Congo hemorrhagic fever virus,Orthonairovirus haemorrhagiae,IbAr 10200,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Ebolavirus Sudan virus, strain Gulu, in Immortalised cells","A Antiviral therapy study of Ebolavirus Sudan virus, strain Gulu, in African Green Monkey Immortalised cells, provided by INMI","Ebolavirus Sudan virus, Gulu, Antiviral therapy, Immortalised cells, African Green Monkey",2-11-15-2-1-1-0,ERINHA,INMI,Research,BSL_4,Filoviridae,Ebolavirus Sudan virus,Orthoebolavirus sudanense,Gulu,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Lassa virus, strain AV, in Immortalised cells","A Antiviral therapy study of Lassa virus, strain AV, in African Green Monkey Immortalised cells, provided by INMI","Lassa virus, AV, Antiviral therapy, Immortalised cells, African Green Monkey",2-12-16-2-1-1-0,ERINHA,INMI,Research,BSL_4,Arenaviridae,Lassa virus,Mammarenavirus lassaense,AV,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Lassa virus, strain Josiah, in Immortalised cells","A Antiviral therapy study of Lassa virus, strain Josiah, in African Green Monkey Immortalised cells, provided by INMI","Lassa virus, Josiah, Antiviral therapy, Immortalised cells, African Green Monkey",2-12-17-2-1-1-0,ERINHA,INMI,Research,BSL_4,Arenaviridae,Lassa virus,Mammarenavirus lassaense,Josiah,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Marburg virus, strain Musoke, in Immortalised cells","A Antiviral therapy study of Marburg virus, strain Musoke, in African Green Monkey Immortalised cells, provided by INMI","Marburg virus, Musoke, Antiviral therapy, Immortalised cells, African Green Monkey",2-13-18-2-1-1-0,ERINHA,INMI,Research,BSL_4,Filoviridae,Marburg virus,Marburgvirus Marburgense,Musoke,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Marburg virus, strain Popp, in Immortalised cells","A Antiviral therapy study of Marburg virus, strain Popp, in African Green Monkey Immortalised cells, provided by INMI","Marburg virus, Popp, Antiviral therapy, Immortalised cells, African Green Monkey",2-13-19-2-1-1-0,ERINHA,INMI,Research,BSL_4,Filoviridae,Marburg virus,Marburgvirus Marburgense,Popp,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Marburg virus, strain Leiden, in Immortalised cells","A Antiviral therapy study of Marburg virus, strain Leiden, in African Green Monkey Immortalised cells, provided by INMI","Marburg virus, Leiden, Antiviral therapy, Immortalised cells, African Green Monkey",2-13-20-2-1-1-0,ERINHA,INMI,Research,BSL_4,Filoviridae,Marburg virus,Marburgvirus Marburgense,Leiden,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Alkhumra (Kyasanur forest)  virus, strain 3B1, in Immortalised cells","A Antiviral therapy study of Alkhumra (Kyasanur forest)  virus, strain 3B1, in African Green Monkey Immortalised cells, provided by INMI","Alkhumra (Kyasanur forest)  virus, 3B1, Antiviral therapy, Immortalised cells, African Green Monkey",2-14-21-2-1-1-0,ERINHA,INMI,Research,BSL_3,Flaviviridae ,Alkhumra (Kyasanur forest)  virus,Orthoflavivirus kyasanurense,3B1,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Alkhumra (Kyasanur forest)  virus, strain 8S1, in Immortalised cells","A Antiviral therapy study of Alkhumra (Kyasanur forest)  virus, strain 8S1, in African Green Monkey Immortalised cells, provided by INMI","Alkhumra (Kyasanur forest)  virus, 8S1, Antiviral therapy, Immortalised cells, African Green Monkey",2-14-22-2-1-1-0,ERINHA,INMI,Research,BSL_3,Flaviviridae ,Alkhumra (Kyasanur forest)  virus,Orthoflavivirus kyasanurense,8S1,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Alkhumra (Kyasanur forest)  virus, strain 1336, in Immortalised cells","A Antiviral therapy study of Alkhumra (Kyasanur forest)  virus, strain 1336, in African Green Monkey Immortalised cells, provided by INMI","Alkhumra (Kyasanur forest)  virus, 1336, Antiviral therapy, Immortalised cells, African Green Monkey",2-14-23-2-1-1-0,ERINHA,INMI,Research,BSL_3,Flaviviridae ,Alkhumra (Kyasanur forest)  virus,Orthoflavivirus kyasanurense,1336,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Chikungunya virus, in Immortalised cells","A Antiviral therapy study of Chikungunya virus, in African Green Monkey Immortalised cells, provided by INMI","Chikungunya virus, Antiviral therapy, Immortalised cells, African Green Monkey",2-15-0-2-1-1-0,ERINHA,INMI,Reproducible,BSL_3,Togaviridae ,Chikungunya virus,Alphavirus chikungunya,,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of SARS-CoV-2, in Immortalised cells","A Antiviral therapy study of SARS-CoV-2, in African Green Monkey Immortalised cells, provided by INMI","SARS-CoV-2, Antiviral therapy, Immortalised cells, African Green Monkey",2-1-0-2-1-1-0,ERINHA,INMI,Optimized,BSL_3,Coronaviridae ,SARS-CoV-2,Betacoronavirus pandemicum,,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
"A Antiviral therapy study of Cowpox virus , strain DK05/15, in Immortalised cells","A Antiviral therapy study of Cowpox virus , strain DK05/15, in African Green Monkey Immortalised cells, provided by INMI","Cowpox virus , DK05/15, Antiviral therapy, Immortalised cells, African Green Monkey",2-16-24-2-1-1-0,ERINHA,INMI,Reproducible,BSL_3,Poxviridae,Cowpox virus,Orthopoxvirus cowpox,DK05/15,Cellular,Antiviral therapy,Immortalised cells,,African Green Monkey,,x,x,x,x,,x,x,,x,,x,x,x,,x,,x,,,x,x,x,x,x,On request,Provided based on request,TBD,
